platform,title,url,published_by,developed_by,released,genre,perspective,visual,art,gameplay,interface,user_reviews,user_review_count,average_user_review,critic_reviews,critic_review_count,average_critic_review
platform,title,url,published_by,developed_by,released,genre,perspective,visual,art,gameplay,interface,user_reviews,user_review_count,average_user_review,critic_reviews,critic_review_count,average_critic_review
SNES,Bayonetta,https://www.mobygames.com/game/43659/bayonetta/,"SEGA Corporation SEGA of America, Inc. SEGA Europe Ltd. Nintendo of America Inc. Nintendo Co., Ltd.",Platinum Games Inc.,"October 29, 2009 on Xbox 360",Action,Behind view,,,Hack and slashQuick Time Events (QTEs),Direct control,"[5.0, 4.1]",2,4.55,"[100, 100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 93, 93, 93, 92, 92, 92, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 88, 88, 88, 87, 87, 87, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 84, 83, 83, 83, 82, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 79, 75, 75, 75, 69, 60, 52]",109,86.93577981651376
SNES,Metroid: Zero Mission,https://www.mobygames.com/game/12061/metroid-zero-mission/,"Nintendo Co., Ltd.",Nintendo R&D1,"February 9, 2004 on Game Boy Advance",Action,Side view,2D scrolling,,MetroidvaniaPlatform,,"[4.5, 5.0, 4.0, 4.5, 4.7, 5.0, 4.0]",7,4.5285714285714285,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 97, 95, 95, 95, 95, 92, 92, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 87, 87, 85, 85, 85, 84, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 74, 70]",66,89.57575757575758
SNES,Call of Duty 4: Modern Warfare (Limited Collector's Edition),https://www.mobygames.com/game/30896/call-of-duty-4-modern-warfare-limited-collectors-edition/,"Activision Publishing, Inc. Noviy Disk",,"November 5, 2007 on Windows",Special edition,,,,,,[],0,0,[90],1,90.0
SNES,The Legend of Zelda: Majora's Mask,https://www.mobygames.com/game/3550/the-legend-of-zelda-majoras-mask/,"Nintendo Co., Ltd.",Nintendo EAD,2000 on Nintendo 64,Action,1st-personBehind view,,,MetroidvaniaPuzzle elements,Direct control,"[4.7, 5.0, 4.7, 3.7, 3.7, 3.5]",6,4.216666666666666,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 99, 99, 99, 99, 99, 98, 98, 97, 97, 96, 95, 95, 95, 95, 94, 94, 93, 93, 93, 93, 92, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 84, 83, 80, 80, 72, 70, 70, 60]",64,93.109375
SNES,Yakuza: Kiwami 2,https://www.mobygames.com/game/112809/yakuza-kiwami-2/,"SEGA Games Co., Ltd. SEGA of America, Inc.",Ryu ga Gotoku Studio,"December 7, 2017 on PlayStation 4",Role-playing (RPG),3rd-person (Other),,,Mini-games,Direct control,[],0,0,"[100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 86, 86, 86, 85, 85, 85, 85, 85, 85, 83, 80, 80, 80, 80, 79, 76, 76, 75, 75, 70, 70, 70, 70]",53,87.20754716981132
SNES,Umineko: When They Cry - Question Arcs,https://www.mobygames.com/game/102413/umineko-when-they-cry-question-arcs/,MangaGamer.com,07th Expansion,"July 8, 2016 on Windows",Adventure,1st-person,,Anime / Manga,Visual novel,Point and select,[],0,0,"[100, 100, 98, 90, 90, 83, 80, 80]",8,90.125
SNES,Ghost Trick: Phantom Detective,https://www.mobygames.com/game/205088/ghost-trick-phantom-detective/,"Capcom Co., Ltd.","Capcom Co., Ltd.","June 30, 2023 on Windows",Adventure,Side view,,,Puzzle elements,,[],0,0,"[100, 100, 100, 100, 100, 95, 95, 95, 95, 92, 90, 90, 90, 90, 90, 90, 90, 85, 85, 85, 85, 85, 85, 85, 85, 83, 82, 81, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 70, 58]",40,86.425
SNES,Monster Hunter: Rise,https://www.mobygames.com/game/160124/monster-hunter-rise/,"Capcom Co., Ltd.","Capcom Co., Ltd.","March 26, 2021 on Nintendo Switch",Role-playing (RPG),Behind view,,,Action RPG,Direct control,[],0,0,"[100, 100, 100, 95, 95, 95, 95, 95, 92, 92, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 87, 86, 86, 86, 85, 85, 85, 85, 85, 83, 80, 80, 80, 80, 80, 75, 75, 60]",46,87.80434782608695
SNES,Theatrhythm: Final Bar Line,https://www.mobygames.com/game/199777/theatrhythm-final-bar-line/,"Square Enix Co., Ltd.","indieszero Co., Ltd.","February 16, 2023 on PlayStation 4",Action,Side view,2D scrolling,Anime / Manga,Music / rhythm,Direct control,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 93, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 86, 85, 85, 85, 85, 85, 85, 85, 85, 85, 84, 82, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 75, 75, 70, 70, 50]",95,87.29473684210527
SNES,Dreams,https://www.mobygames.com/game/141439/dreams/,SCE Worldwide Studios Sony Interactive Entertainment America LLC Sony Interactive Entertainment Inc. Sony Interactive Entertainment Europe Ltd.,Media Molecule Ltd.,"February 13, 2020 on PlayStation 4",ActionAdventureRacing / Driving,1st-person3rd-person (Other)Behind viewSide view,2D scrolling,,Graphic adventurePlatformPuzzle elements,Direct controlPoint and select,[],0,0,"[100, 100, 95, 95, 95, 92, 90, 90, 90, 90, 90, 90, 90, 82, 80, 80, 70]",17,89.3529411764706
SNES,Metroid Prime: Remastered,https://www.mobygames.com/game/199460/metroid-prime-remastered/,"Nintendo Co., Ltd.",Retro Studios Inc.,"February 8, 2023 on Nintendo Switch",Action,1st-person,,,Metroidvania,Direct control,"[3.0, 5.0]",2,4.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 93, 93, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 87, 85, 85, 80, 80, 80, 80, 80, 75]",119,94.54621848739495
SNES,The Talos Principle II,https://www.mobygames.com/game/211252/the-talos-principle-ii/,"Devolver Digital, Inc.",Croteam,"November 2, 2023 on Windows",ActionPuzzle,1st-person,,,,Direct control,[],0,0,"[100, 100, 100, 90, 90, 90, 90, 90, 90, 89, 89, 87, 86, 85, 80, 80, 80, 80, 80, 70]",20,87.3
SNES,Star Wars: Knights of the Old Republic,https://www.mobygames.com/game/9734/star-wars-knights-of-the-old-republic/,"LucasArts Aspyr Media, Inc. Disney Interactive",BioWare Corporation,"July 15, 2003 on Xbox",Role-playing (RPG),3rd-person (Other),,,Puzzle elements,,"[4.4, 4.6, 5.0, 4.9, 5.0, 5.0, 5.0, 4.6, 5.0, 4.0, 4.4, 1.3, 4.0, 4.6, 2.7, 4.0, 3.9, 3.0]",18,4.188888888888889,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 98, 98, 98, 98, 98, 98, 97, 97, 97, 97, 97, 97, 97, 96, 96, 96, 96, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 93, 93, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 88, 88, 88, 88, 87, 87, 85, 85, 85, 85, 85, 84, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 70]",152,92.21052631578948
SNES,Cult of the Lamb,https://www.mobygames.com/game/188798/cult-of-the-lamb/,"Devolver Digital, Inc.",Massive Monster Ltd.,"August 11, 2022 on Windows",ActionSimulation,Diagonal-down,2D scrolling,,City building / construction simulationRoguelike,Direct controlMenu structures,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 96, 95, 95, 95, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 88, 86, 85, 85, 85, 85, 85, 85, 85, 84, 82, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 73, 70, 70, 70, 70, 65, 65, 60, 60, 50, 40]",79,84.53164556962025
SNES,Mass Effect 2,https://www.mobygames.com/game/50427/mass-effect-2/,"Electronic Arts, Inc. ak tronic Software & Services GmbH",BioWare Edmonton,"January 18, 2011 on PlayStation 3",CompilationRole-playing (RPG),3rd-person (Other)Behind view,Cinematic camera,,Action RPGShooter,Direct control,[5.0],1,5.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 96, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 94, 93, 93, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 85, 85, 83, 82, 80, 80, 80]",62,93.2741935483871
SNES,Batman: Arkham City - Armored Edition,https://www.mobygames.com/game/59087/batman-arkham-city-armored-edition/,Warner Bros. Interactive Entertainment Inc.,Rocksteady Studios Ltd,"November 18, 2012 on Wii U",Action,3rd-person (Other),,,Beat 'em up / brawlerStealth,,[4.4],1,4.4,"[100, 100, 100, 100, 95, 91, 90, 90, 90, 90, 87, 87, 87, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 70, 70, 70]",26,86.03846153846153
SNES,Assassin's Creed: Brotherhood,https://www.mobygames.com/game/75825/assassins-creed-brotherhood/,Ubisoft Entertainment SA Akella ak tronic Software & Services GmbH,Ubisoft Entertainment Inc.,2011 on Windows,ActionCompilation,Behind view,,,Puzzle elementsStealth,,[3.6],1,3.6,"[100, 100, 95, 94, 93, 92, 90, 90, 90, 90, 88, 88, 87, 87, 86, 85, 85, 85, 85, 85, 85, 85, 84, 80, 80, 80, 80, 80, 55]",29,86.34482758620689
SNES,Astro Bot: Rescue Mission,https://www.mobygames.com/game/115141/astro-bot-rescue-mission/,"Sony Interactive Entertainment Inc. Sony Interactive Entertainment America LLC Sony Interactive Entertainment (Shanghai) Co., Ltd.",ASOBI Team,"October 2, 2018 on PlayStation 4",Action,3rd-person (Other),Cinematic camera,,Platform,Direct control,[],0,0,"[100, 100, 100, 96, 95, 92, 92, 90, 90, 90, 90, 90, 89, 88, 87, 85]",16,92.125
SNES,Street Fighter II Turbo,https://www.mobygames.com/game/7083/street-fighter-ii-turbo/,"Capcom Co., Ltd.","Capcom Co., Ltd.",December 1992 on Arcade,Action,Side view,2D scrolling,,ArcadeFighting,Direct control,[4.1],1,4.1,"[100, 100, 98, 97, 97, 96, 96, 96, 96, 95, 95, 93, 93, 92, 91, 90, 90, 90, 90, 90, 90, 85, 80, 80, 78, 75]",26,91.26923076923077
SNES,Puzzle Dimension,https://www.mobygames.com/game/47002/puzzle-dimension/,Doctor Entertainment AB,Doctor Entertainment AB,"June 21, 2010 on Windows",ActionPuzzle,Behind view,,,,Direct control,[],0,0,"[100, 100, 100, 92, 90, 90, 90, 90, 90, 88, 88, 85, 85, 83, 80, 80, 80, 80, 80, 80, 80, 80]",22,86.86363636363636
SNES,Guitar Hero 5,https://www.mobygames.com/game/43477/guitar-hero-5/,"RedOctane, Inc. Activision Publishing, Inc.","Neversoft Entertainment, Inc.","September 1, 2009 on PlayStation 2",ActionSimulation,3rd-person (Other),,,Music / rhythm,,[],0,0,"[100, 100, 95, 95, 95, 93, 92, 92, 92, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 88, 88, 88, 88, 88, 87, 87, 85, 85, 85, 85, 85, 85, 83, 83, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 73, 72, 70, 70, 70, 67, 60, 45]",75,85.32
SNES,WipEout 3,https://www.mobygames.com/game/4077/wipeout-3/,Sony Computer Entertainment America Inc. Sony Computer Entertainment Europe Ltd. Sony Computer Entertainment Inc.,Psygnosis Limited,1999 on PlayStation,ActionRacing / Driving,1st-personBehind view,,,,,[4.7],1,4.7,"[100, 100, 100, 95, 94, 94, 93, 91, 90, 90, 90, 90, 90, 89, 87, 85, 85, 83, 83, 80, 80, 80, 75]",23,88.8695652173913
SNES,Metroid Prime Trilogy,https://www.mobygames.com/game/42180/metroid-prime-trilogy/,"Nintendo Co., Ltd.",Retro Studios Inc.,"August 24, 2009 on Wii",ActionCompilation,1st-person,,,Shooter,Direct controlMotion control,[4.5],1,4.5,"[100, 100, 100, 100, 94, 92, 92, 90, 90, 90, 90, 90, 90, 90, 90, 90, 87, 80, 80, 80, 75]",21,90.0
SNES,WipEout Pulse,https://www.mobygames.com/game/36384/wipeout-pulse/,Sony Computer Entertainment Europe Ltd. Sony Computer Entertainment America Inc.,SCE Studio Liverpool,"December 14, 2007 on PSP",ActionRacing / Driving,1st-personBehind view,,,,,[],0,0,"[100, 100, 100, 95, 94, 93, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 87, 87, 87, 86, 86, 85, 85, 85, 85, 84, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 78, 78, 76, 75, 75, 70, 70, 70, 67, 60]",53,84.13207547169812
SNES,Gears of War 3,https://www.mobygames.com/game/52918/gears-of-war-3/,Microsoft Corporation ak tronic Software & Services GmbH,"Epic Games, Inc.","September 20, 2011 on Xbox 360",Action,Behind view,,,Shooter,,[3.9],1,3.9,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 97, 97, 96, 95, 95, 95, 94, 94, 93, 92, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 87, 85, 85, 80, 80, 80, 80, 80]",41,91.90243902439025
SNES,Prince of Persia: The Lost Crown,https://www.mobygames.com/game/216014/prince-of-persia-the-lost-crown/,Ubisoft Entertainment SA,Ubisoft Montpellier SAS,"January 18, 2024 on Windows",Action,Side view,2D scrolling,,MetroidvaniaPlatform,Direct control,[],0,0,"[100, 100, 100, 100, 95, 95, 95, 95, 93, 92, 92, 92, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 86, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 72]",60,87.93333333333334
SNES,Saya no Uta,https://www.mobygames.com/game/41515/saya-no-uta/,"Nitroplus Co., Ltd. Visual Art's JAST USA","Nitroplus Co., Ltd.","December 26, 2003 on Windows",Adventure,1st-person,Fixed / flip-screen,Anime / Manga,Visual novel,Menu structures,[],0,0,"[100, 100, 90, 90, 90, 90, 85, 78]",8,90.375
SNES,Chrono Cross,https://www.mobygames.com/game/3810/chrono-cross/,"Square Co., Ltd. Square Electronic Arts L.L.C. Square Enix Co., Ltd. Square Enix Co., Ltd. Sony Computer Entertainment America LLC","Square Co., Ltd.","November 18, 1999 on PlayStation",Role-playing (RPG),Diagonal-down,,Anime / Manga,Japanese-style RPG (JRPG),,"[4.3, 5.0, 5.0, 4.8, 0.0]",5,3.8200000000000003,"[100, 100, 100, 100, 100, 100, 100, 100, 99, 99, 98, 98, 98, 97, 97, 96, 96, 95, 95, 95, 93, 93, 93, 93, 92, 92, 92, 92, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 85, 82, 80, 80, 80, 78, 70, 50]",51,91.37254901960785
SNES,Rock Band 2,https://www.mobygames.com/game/39411/rock-band-2/,MTV Games,"Harmonix Music Systems, Inc.","September 14, 2008 on Xbox 360",ActionSimulation,3rd-person (Other),Cinematic camera,,Music / rhythm,,[5.0],1,5.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 96, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 93, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 88, 88, 87, 85, 85, 85, 84, 83, 83, 83, 83, 80, 80, 80, 80, 79, 60]",96,90.82291666666667
SNES,Diablo III: Reaper of Souls - Ultimate Evil Edition,https://www.mobygames.com/game/67805/diablo-iii-reaper-of-souls-ultimate-evil-edition/,Blizzard Entertainment Inc.,Blizzard Entertainment Inc.,"August 19, 2014 on Xbox 360",CompilationRole-playing (RPG),Diagonal-down,2D scrollingIsometric,,Action RPG,,[],0,0,"[100, 98, 95, 95, 95, 92, 91, 91, 90, 90, 90, 90, 90, 90, 86, 85, 85, 85, 85, 82, 80]",21,89.76190476190476
SNES,Left 4 Dead,https://www.mobygames.com/game/38055/left-4-dead/,"Valve Corporation Akella Russell Co., Ltd. ZOO Corporation",Valve Corporation Valve South,November 2008 on Windows,Action,1st-person,,,Shooter,Direct control,"[4.0, 4.7, 4.4]",3,4.366666666666666,"[100, 100, 100, 100, 100, 100, 100, 98, 97, 96, 95, 95, 95, 95, 95, 95, 95, 94, 94, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 89, 88, 88, 88, 88, 88, 87, 87, 86, 86, 86, 86, 86, 86, 86, 86, 86, 86, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 84, 84, 83, 83, 83, 83, 83, 83, 83, 82, 82, 82, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 75, 70, 70, 65, 65]",150,87.74
SNES,"WarioWare, Inc.: Mega Microgame$!",https://www.mobygames.com/game/9250/warioware-inc-mega-microgame/,"Nintendo Co., Ltd.",Nintendo R&D1,"March 21, 2003 on Game Boy Advance",ActionSports,Side viewTop-down,,,ArcadeFightingMini-gamesPlatformShooter,,[3.2],1,3.2,"[100, 100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 93, 93, 93, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 86, 85, 85, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 75, 70, 70, 70, 70, 60]",60,87.66666666666667
SNES,Danganronpa 2: Goodbye Despair,https://www.mobygames.com/game/73387/danganronpa-2-goodbye-despair/,"NIS America, Inc. Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","September 2, 2014 on PS Vita",Adventure,1st-person3rd-person (Other),,Anime / Manga,Visual novel,,[],0,0,"[100, 100, 100, 100, 95, 91, 90, 90, 90, 90, 90, 90, 90, 87, 85, 85, 85, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 77, 70, 68, 60]",37,84.21621621621621
SNES,DmC: Devil May Cry,https://www.mobygames.com/game/59494/dmc-devil-may-cry/,"Capcom Co., Ltd. ak tronic Software & Services GmbH Morphicon Limited",Ninja Theory Ltd.,"January 15, 2013 on Xbox 360",Action,Behind view,,,Hack and slash,,[],0,0,"[100, 100, 100, 100, 100, 100, 95, 95, 95, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 88, 87, 87, 86, 85, 85, 85, 85, 85, 83, 83, 82, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 75, 75, 70, 70, 70, 70, 70, 67]",60,85.08333333333333
SNES,Persona 5: Royal,https://www.mobygames.com/game/141836/persona-5-royal/,"Atlus Co., Ltd. SEGA Games Co., Ltd. SEGA of America, Inc.","Atlus Co., Ltd.","October 31, 2019 on PlayStation 4",Role-playing (RPG),Behind view,,Anime / Manga,Japanese-style RPG (JRPG),Direct controlMenu structures,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 98, 97, 96, 96, 96, 96, 95, 95, 95, 95, 95, 94, 94, 92, 92, 92, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 87, 85, 85, 80, 80, 80, 80, 70, 70]",86,94.52325581395348
SNES,SoulCalibur II,https://www.mobygames.com/game/10183/soulcalibur-ii/,"Namco Limited Namco Europe Limited Namco Hometek Inc. Nintendo Co., Ltd.",Project Soul,July 2002 on Arcade,Action,3rd-person (Other),Cinematic camera,,ArcadeFighting,,"[4.0, 4.2]",2,4.1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 98, 97, 97, 96, 96, 96, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 94, 94, 93, 93, 93, 93, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 89, 88, 88, 88, 88, 88, 88, 86, 85, 85, 85, 85, 85, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 74, 70, 70, 70, 70, 70, 65, 55, 33, 33, 33]",166,89.3433734939759
SNES,Battlefield 2,https://www.mobygames.com/game/18194/battlefield-2/,"Electronic Arts, Inc. ak tronic Software & Services GmbH",Digital Illusions CE AB,2005 on Windows,Action,1st-personBehind view,,,Shooter,Direct control,[4.0],1,4.0,"[100, 100, 100, 100, 100, 100, 99, 97, 96, 94, 94, 94, 94, 94, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 88, 88, 88, 87, 87, 85, 85, 84, 84, 83, 80, 80, 80, 80, 73, 70]",65,90.27692307692308
SNES,Final Fantasy IV,https://www.mobygames.com/game/36654/final-fantasy-iv/,"Square Enix Co., Ltd. Square Enix Ltd Square Enix, Inc. Eidos, Inc.","Matrix Software Square Enix Co., Ltd.","December 20, 2007 on Nintendo DS",Role-playing (RPG),Diagonal-down,,Anime / Manga,,,"[4.3, 3.6]",2,3.95,"[100, 100, 100, 98, 95, 92, 92, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 88, 87, 87, 86, 86, 85, 85, 85, 85, 85, 85, 85, 85, 83, 82, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 78, 75, 75, 75, 75, 73, 73, 70, 70, 70, 70, 70, 70, 60]",70,83.82857142857142
SNES,Gran Turismo 4,https://www.mobygames.com/game/17689/gran-turismo-4/,Sony Computer Entertainment Inc. Sony Computer Entertainment America Inc. Sony Computer Entertainment Europe Ltd. ak tronic Software & Services GmbH,Polyphony Digital Inc.,"December 28, 2004 on PlayStation 2",Racing / DrivingSimulation,1st-personBehind view,,,,,"[3.6, 4.6]",2,4.1,"[100, 100, 100, 99, 97, 96, 95, 94, 93, 93, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 89, 89, 88, 88, 85, 85, 84, 83, 82, 80, 80, 80, 70, 70, 58]",37,88.27027027027027
SNES,ESPN NFL 2K5,https://www.mobygames.com/game/14152/espn-nfl-2k5/,"SEGA of America, Inc. Global Star Software Inc. SEGA Europe Ltd.","Visual Concepts Entertainment, Inc.","July 20, 2004 on PlayStation 2",Sports,1st-personDiagonal-down,,,,Direct controlMultiple units/characters control,[],0,0,"[100, 100, 100, 98, 97, 95, 95, 95, 94, 94, 93, 93, 92, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 87, 85, 84, 83, 82, 80, 80, 80, 70, 70]",36,89.58333333333333
SNES,The Legend of Zelda: Oracle of Seasons,https://www.mobygames.com/game/4269/the-legend-of-zelda-oracle-of-seasons/,"Nintendo Co., Ltd.","Capcom Co., Ltd.","February 27, 2001 on Game Boy Color",Action,Diagonal-down,2D scrolling,,Metroidvania,,[3.8],1,3.8,"[100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 96, 95, 95, 92, 92, 92, 92, 90, 90, 90, 90, 90, 90, 80, 80, 80, 80, 80, 76, 70, 70, 58]",32,89.5
SNES,Resident Evil 7: Biohazard,https://www.mobygames.com/game/83343/resident-evil-7-biohazard/,"Capcom Co., Ltd.","Capcom Co., Ltd.","January 23, 2017 on Windows",Action,1st-person,,,Puzzle elementsSurvival horror,Direct control,[5.0],1,5.0,"[100, 100, 96, 95, 95, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 88, 87, 87, 87, 85, 85, 85, 83, 82, 80, 80, 80, 80, 60, 58]",34,86.82352941176471
SNES,Colors! 3D,https://www.mobygames.com/game/62670/colors-3d/,"Collecting Smiles AB Arc System Works Co., Ltd.",Collecting Smiles AB,"April 5, 2012 on Nintendo 3DS",Simulation,,,,,,[],0,0,"[95, 92, 90, 90, 90, 90, 90, 90, 90, 80, 75]",11,88.36363636363636
