platform,title,url,published_by,developed_by,released,genre,perspective,visual,art,gameplay,interface,user_reviews,user_review_count,average_user_review,critic_reviews,critic_review_count,average_critic_review
platform,title,url,published_by,developed_by,released,genre,perspective,visual,art,gameplay,interface,user_reviews,user_review_count,average_user_review,critic_reviews,critic_review_count,average_critic_review
SNES,Metroid Prime 3: Corruption,https://www.mobygames.com/game/29958/metroid-prime-3-corruption/,"Nintendo Co., Ltd.",Retro Studios Inc.,2007 on Wii,Action,1st-person3rd-person (Other),,,Shooter,Motion control,[4.4],1,4.4,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 97, 97, 97, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 93, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 89, 88, 87, 86, 85, 85, 85, 85, 85, 85, 83, 83, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 70, 70, 70, 70, 60]",106,89.33018867924528
SNES,Hatsune Miku: Project DIVA F 2nd,https://www.mobygames.com/game/64721/hatsune-miku-project-diva-f-2nd/,"SEGA Corporation SEGA of America, Inc.",SEGA Corporation,"March 27, 2014 on PlayStation 3",Action,3rd-person (Other),,Anime / Manga,Music / rhythm,,[],0,0,"[100, 100, 90, 85, 85, 85, 85, 80, 60]",9,85.55555555555556
SNES,RimWorld,https://www.mobygames.com/game/84704/rimworld/,Ludeon Studios Double Eleven Limited,Ludeon Studios,"July 15, 2016 on Windows",SimulationStrategy / tactics,Top-down,,,,,[],0,0,"[100, 95, 91, 90, 89, 85, 75, 74]",8,87.375
SNES,Colin McRae Rally 3,https://www.mobygames.com/game/8684/colin-mcrae-rally-3/,"Codemasters Software Company Limited, The ak tronic Software & Services GmbH Sold Out Sales & Marketing Ltd.","Codemasters Software Company Limited, The","October 25, 2002 on PlayStation 2",Racing / DrivingSimulation,1st-personBehind view,,,,,[],0,0,"[100, 100, 94, 94, 94, 94, 93, 93, 92, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 89, 89, 89, 89, 88, 88, 88, 88, 88, 87, 87, 86, 86, 86, 85, 85, 85, 85, 85, 85, 84, 84, 83, 83, 82, 82, 82, 81, 81, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 76, 75, 75, 73, 70, 70, 70, 70, 66, 65, 60, 60]",81,83.85185185185185
SNES,Xenoblade Chronicles: Definitive Edition,https://www.mobygames.com/game/145915/xenoblade-chronicles-definitive-edition/,"Nintendo of Europe GmbH Nintendo Co., Ltd. Nintendo Australia Pty., Ltd. Nintendo of America Inc.","Monolith Software, Inc.","May 29, 2020 on Nintendo Switch",Role-playing (RPG),3rd-person (Other),Free camera,Anime / Manga,Action RPGJapanese-style RPG (JRPG)Sandbox / open world,Direct control,[],0,0,"[100, 100, 96, 94, 90, 90, 90, 90, 90, 89, 80, 80]",12,90.75
SNES,Super Mario 3D Land,https://www.mobygames.com/game/53511/super-mario-3d-land/,"Nintendo Co., Ltd.",Nintendo EAD,"November 3, 2011 on Nintendo 3DS",Action,Side view,2D scrolling,,Platform,Direct control,[3.8],1,3.8,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 97, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 92, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 88, 87, 87, 87, 87, 85, 85, 85, 85, 85, 85, 85, 84, 84, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 70, 70, 70]",89,89.73033707865169
SNES,Tony Hawk's Pro Skater,https://www.mobygames.com/game/3567/tony-hawks-pro-skater/,"Activision, Inc. Crave Entertainment, Inc.","Neversoft Entertainment, Inc.",1999 on PlayStation,Sports,Behind view,,,Tricks / stunts,Direct control,"[3.0, 4.8]",2,3.9,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 98, 97, 97, 95, 95, 95, 94, 93, 93, 93, 93, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 88, 87, 87, 87, 86, 86, 86, 86, 86, 85, 85, 85, 85, 84, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 76, 75, 75, 75, 70, 70, 70, 70, 68, 60, 60]",79,87.53164556962025
SNES,Conker's Bad Fur Day,https://www.mobygames.com/game/3622/conkers-bad-fur-day/,THQ Inc. Rareware Limited,Rare Limited,2001 on Nintendo 64,Action,Diagonal-down,,,PlatformPuzzle elementsShooter,Direct control,"[5.0, 5.0, 4.0, 5.0, 1.4, 4.0]",6,4.066666666666666,"[100, 100, 100, 100, 100, 99, 99, 98, 97, 97, 96, 95, 95, 95, 95, 95, 94, 93, 93, 92, 92, 92, 90, 90, 90, 90, 90, 90, 90, 90, 88, 85, 83, 83, 80, 80, 80, 70, 60, 60, 50]",41,89.17073170731707
SNES,The Last of Us: Part II - Remastered,https://www.mobygames.com/game/216448/the-last-of-us-part-ii-remastered/,Sony Computer Entertainment Europe Ltd.,"Naughty Dog, Inc.","January 19, 2024 on PlayStation 5",Action,Behind view,,,Quick Time Events (QTEs)ShooterStealthSurvival horror,Direct control,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 97, 96, 95, 95, 94, 93, 93, 92, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 75, 70, 70, 70, 60, 60, 40]",47,87.44680851063829
SNES,Reset Generation,https://www.mobygames.com/game/35539/reset-generation/,Nokia Oyj,RedLynx Ltd,"August 1, 2008 on J2ME",Strategy / tactics,Top-down,,,,,[],0,0,"[100, 100, 100, 91, 90, 90, 80, 80, 80]",9,90.11111111111111
SNES,NieR: Automata (Become as Gods Edition),https://www.mobygames.com/game/110125/nier-automata-become-as-gods-edition/,"Square Enix, Inc. Square Enix Co., Ltd.",Platinum Games Inc.,"June 26, 2018 on Xbox One",ActionCompilationSpecial edition,Behind view,,Anime / Manga,Action RPGHack and slash,Direct control,[],0,0,"[100, 95, 95, 89, 87]",5,93.2
SNES,Fable II,https://www.mobygames.com/game/38461/fable-ii/,Microsoft Corporation ak tronic Software & Services GmbH,Lionhead Studios Ltd.,"October 21, 2008 on Xbox 360",Role-playing (RPG),1st-personBehind view,,,Action RPG,,[5.0],1,5.0,"[100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 94, 92, 92, 92, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 88, 88, 87, 85, 85, 85, 85, 83, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 78, 76, 75, 73, 70, 70, 67, 65, 63, 60, 40]",83,86.25301204819277
SNES,Pillars of Eternity: Complete Edition,https://www.mobygames.com/game/95331/pillars-of-eternity-complete-edition/,Paradox Interactive AB Versus Evil LLC,"Obsidian Entertainment, Inc.","August 29, 2017 on PlayStation 4",Role-playing (RPG),,Isometric,,Action RPG,,[],0,0,"[95, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 88, 88, 87, 85, 85, 85, 85, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 80, 79, 75, 58]",34,84.91176470588235
SNES,Tearaway,https://www.mobygames.com/game/75001/tearaway/,Sony Computer Entertainment America LLC,Media Molecule Ltd.,"November 22, 2013 on PS Vita",Action,3rd-person (Other),,,Platform,,[],0,0,"[100, 95, 95, 95, 93, 90, 90, 90, 89, 85, 84, 80, 80]",13,89.6923076923077
SNES,Thunder Force III,https://www.mobygames.com/game/7887/thunder-force-iii/,"Technosoft Co., Ltd. Tec Toy Indústria de Brinquedos S.A.","Technosoft Co., Ltd.","June 8, 1990 on Genesis",Action,Side view,2D scrolling,,ArcadeShooter,,[4.2],1,4.2,"[100, 100, 100, 95, 95, 95, 91, 90, 90, 90, 90, 90, 90, 89, 87, 87, 86, 85, 85, 85, 82, 70, 67, 36]",24,86.45833333333333
SNES,Alan Wake,https://www.mobygames.com/game/46408/alan-wake/,Microsoft Corporation ak tronic Software & Services GmbH,Remedy Entertainment Oy,"May 14, 2010 on Xbox 360",Action,Behind view,,,Quick Time Events (QTEs)Survival horror,Direct control,"[4.9, 3.0, 5.0]",3,4.3,"[100, 100, 100, 98, 95, 93, 93, 92, 92, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 87, 87, 86, 85, 85, 85, 85, 85, 85, 83, 82, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 70, 70, 70, 70, 70, 70, 70, 60]",56,84.875
SNES,Grand Theft Auto: Chinatown Wars,https://www.mobygames.com/game/39788/grand-theft-auto-chinatown-wars/,"Rockstar Games, Inc. CyberFront Corporation",Rockstar Leeds Ltd. Rockstar North Ltd.,March 2009 on Nintendo DS,ActionRacing / Driving,Top-down,2D scrolling,,Shooter,Direct control,[4.5],1,4.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 97, 97, 96, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 94, 94, 94, 94, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 92, 92, 92, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 87, 86, 85, 85, 85, 83, 80, 80, 80, 80, 80, 80, 80, 68, 14]",146,92.32876712328768
SNES,Pac-Man: Championship Edition DX,https://www.mobygames.com/game/49779/pac-man-championship-edition-dx/,Namco Bandai Games Inc. Namco Bandai Games America Inc. Namco Bandai Games Europe SAS Namco Networks America Inc.,Namco Bandai Games Inc. Namco Bandai Studios Inc.,"November 17, 2010 on Xbox 360",Action,Top-down,Fixed / flip-screen,,Arcade,,[5.0],1,5.0,"[100, 100, 100, 100, 100, 100, 100, 90, 90, 90, 90, 85, 85, 85, 80, 80, 80, 80, 40]",19,88.15789473684211
SNES,World of WarCraft: The Burning Crusade (Collector's Edition),https://www.mobygames.com/game/26004/world-of-warcraft-the-burning-crusade-collectors-edition/,Blizzard Entertainment Inc.,,"January 16, 2007 on Windows",Special edition,,,,,,[],0,0,[],0,0
SNES,Before Your Eyes,https://www.mobygames.com/game/161717/before-your-eyes/,Skybound LLC Netflix Inc.,GoodbyeWorld Games,"April 8, 2021 on Windows",Adventure,1st-person,,,,,[],0,0,"[100, 100, 100, 100, 100, 98, 90, 90, 90, 90, 90, 90, 90, 86, 85, 85, 85, 85, 85, 80, 80, 80, 80, 80, 80, 80, 80, 70, 50]",29,86.17241379310344
SNES,Tactics Ogre: The Knight of Lodis,https://www.mobygames.com/game/11880/tactics-ogre-the-knight-of-lodis/,"Nintendo Co., Ltd. Atlus U.S.A., Inc.",Quest Corporation,"June 21, 2001 on Game Boy Advance",Role-playing (RPG)Strategy / tactics,Diagonal-down,Isometric,Anime / Manga,Tactical RPG,Point and select,[],0,0,"[100, 100, 98, 91, 90, 90, 90, 90, 88, 88, 86, 85, 85, 85, 80, 80, 80, 70]",18,87.55555555555556
SNES,Super Mario All-Stars,https://www.mobygames.com/game/6613/super-mario-all-stars/,"Nintendo Co., Ltd.","Nintendo Co., Ltd.",1993 on SNES,ActionCompilation,Side view,2D scrolling,,Platform,Direct control,"[4.8, 4.8, 5.0, 4.6, 5.0]",5,4.84,"[100, 100, 100, 100, 100, 100, 97, 97, 96, 95, 95, 95, 94, 94, 94, 92, 92, 91, 88, 80, 80]",21,94.28571428571429
SNES,IL-2 Sturmovik,https://www.mobygames.com/game/5410/il-2-sturmovik/,Ubi Soft Entertainment Software 1C Company,1C:Maddox Games,"November 20, 2001 on Windows",Simulation,1st-person3rd-person (Other),,,,,[4.0],1,4.0,"[100, 100, 96, 94, 93, 93, 92, 92, 92, 91, 90, 90, 90, 88, 87, 87, 85, 85, 85, 85, 84, 83, 77, 60]",24,88.29166666666667
SNES,AI: The Somnium Files,https://www.mobygames.com/game/130036/ai-the-somnium-files/,"Spike Chunsoft, Inc. Spike Chunsoft Co., Ltd. Numskull Games Ltd.","Spike Chunsoft Co., Ltd.","September 17, 2019 on Windows",Adventure,1st-person,2D scrolling,Anime / Manga,Japanese-style adventurePuzzle elementsQuick Time Events (QTEs),Point and select,[],0,0,"[100, 100, 100, 100, 95, 94, 92, 92, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 86, 85, 83, 83, 83, 82, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 76, 75, 75, 75, 70, 70, 65, 60, 58, 50]",63,83.4920634920635
SNES,XCOM 2,https://www.mobygames.com/game/76819/xcom-2/,"2K Games, Inc. Feral Interactive Ltd.","Firaxis Games, Inc.","February 5, 2016 on Windows",Strategy / tactics,Diagonal-down,Free camera,,Managerial / business simulationTurn-based tactics (TBT),,[],0,0,"[100, 95, 95, 94, 93, 93, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 88, 87, 85, 85, 85, 85, 85, 82, 80, 75, 70, 65, 60]",30,86.33333333333333
SNES,NBA Street V3,https://www.mobygames.com/game/23801/nba-street-v3/,"Electronic Arts, Inc.",Electronic Arts Canada,"February 8, 2005 on PlayStation 2",Sports,3rd-person (Other),,,Tricks / stunts,Direct control,[],0,0,"[100, 100, 100, 100, 95, 95, 95, 95, 95, 95, 95, 94, 94, 94, 93, 92, 92, 92, 92, 92, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 88, 88, 88, 88, 88, 88, 88, 88, 87, 86, 86, 86, 85, 85, 85, 85, 85, 85, 85, 83, 80, 80, 80, 63, 62]",81,89.41975308641975
SNES,New Super Mario Bros. Wii,https://www.mobygames.com/game/44221/new-super-mario-bros-wii/,"Nintendo Co., Ltd.",Nintendo EAD,"November 12, 2009 on Wii",Action,Side view,2D scrolling,,ArcadePlatform,Direct control,[3.8],1,3.8,"[100, 100, 100, 100, 100, 100, 100, 95, 95, 95, 95, 95, 93, 93, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 85, 85, 85, 85, 83, 83, 82, 81, 80, 80, 80, 80, 80, 80, 80, 70, 70, 60, 60, 58]",51,87.03921568627452
SNES,Viewtiful Joe,https://www.mobygames.com/game/10626/viewtiful-joe/,"Capcom Co., Ltd.","Capcom Production Studio 4 Clover Studio Co., Ltd.","June 26, 2003 on GameCube",Action,Side view,,,Beat 'em up / brawlerPlatform,,"[3.8, 4.0, 4.3, 4.0, 3.8, 4.8]",6,4.116666666666667,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 97, 96, 95, 95, 95, 95, 95, 95, 95, 95, 94, 93, 92, 92, 92, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 88, 87, 87, 87, 86, 85, 85, 85, 85, 85, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 68, 67, 60, 60, 60, 55]",84,88.80952380952381
SNES,Disgaea 7: Vows of the Virtueless,https://www.mobygames.com/game/209731/disgaea-7-vows-of-the-virtueless/,"NIS America, Inc.","Nippon Ichi Software, Inc.","October 3, 2023 on Windows",Role-playing (RPG)Strategy / tactics,Diagonal-down,Isometric,Anime / Manga,Tactical RPG,Menu structures,[],0,0,"[100, 90, 90, 90, 90, 90, 90, 90, 89, 85, 85, 85, 83, 80, 80, 80, 80, 80, 80, 77, 77]",21,85.28571428571429
SNES,Professor Layton and the Unwound Future,https://www.mobygames.com/game/47849/professor-layton-and-the-unwound-future/,"Level-5 Inc. Nintendo of America Inc. Nintendo Australia Pty., Ltd. Nintendo of Europe GmbH",Level-5 Inc.,"November 27, 2008 on Nintendo DS",Puzzle,1st-person,,,,Point and select,"[3.7, 2.8]",2,3.25,"[100, 100, 100, 100, 95, 92, 91, 90, 90, 90, 90, 90, 90, 89, 87, 86, 86, 85, 85, 80, 80, 80, 75, 73, 70, 60]",26,86.6923076923077
SNES,LittleBigPlanet,https://www.mobygames.com/game/44222/littlebigplanet/,Sony Computer Entertainment America Inc. Sony Computer Entertainment Europe Ltd.,SCE Studio Cambridge,"November 17, 2009 on PSP",Action,Side view,2D scrolling,,Platform,,[],0,0,"[100, 100, 100, 90, 90, 90, 90, 90, 90, 90, 90, 89, 85, 85, 85, 83, 80, 80, 80]",19,88.78947368421052
SNES,The Legend of Zelda: Oracle of Ages,https://www.mobygames.com/game/4270/the-legend-of-zelda-oracle-of-ages/,"Nintendo Co., Ltd.","Capcom Co., Ltd.","February 27, 2001 on Game Boy Color",Action,Top-down,2D scrolling,,Metroidvania,,[2.5],1,2.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 98, 96, 95, 95, 93, 92, 92, 92, 90, 90, 90, 90, 90, 89, 85, 80, 80, 80, 80, 70, 58]",33,91.60606060606061
SNES,The Legend of Zelda: Breath of the Wild,https://www.mobygames.com/game/84595/the-legend-of-zelda-breath-of-the-wild/,"Nintendo Co., Ltd.",Nintendo EPD,"March 3, 2017 on Wii U",Action,Behind view,,,Puzzle elementsRPG elementsSandbox / open world,Direct controlMotion control,"[4.3, 4.0, 2.0, 5.0, 5.0, 5.0]",6,4.216666666666667,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 98, 98, 98, 98, 98, 97, 97, 97, 97, 96, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 94, 93, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 85, 85, 84, 75, 70, 60, 60]",122,96.22131147540983
SNES,Persona 5: Royal,https://www.mobygames.com/game/193990/persona-5-royal/,SEGA Corporation,"Atlus Co., Ltd.","October 21, 2022 on Windows",CompilationRole-playing (RPG),Behind view,,Anime / Manga,Japanese-style RPG (JRPG),Direct controlMenu structures,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 97, 94, 90, 90, 90, 90, 90, 85, 60]",20,94.25
SNES,Rock n' Roll Racing,https://www.mobygames.com/game/11544/rock-n-roll-racing/,"Interplay Productions, Inc. Namco Limited Blizzard Entertainment Inc. Vivendi Universal Games, Inc.","Silicon & Synapse, Inc.",September 1993 on SNES,ActionRacing / Driving,Diagonal-down,,,ArcadeShooter,,[3.6],1,3.6,"[95, 95, 93, 92, 90, 90, 90, 90, 89, 87, 86, 85, 85, 85, 85, 85, 84, 83, 82, 82, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 78, 77, 75, 75, 69, 60]",36,83.0
SNES,Super Mario Bros. Deluxe,https://www.mobygames.com/game/4378/super-mario-bros-deluxe/,"Nintendo Co., Ltd.",Nintendo EAD,"May 1, 1999 on Game Boy Color",Action,Side view,2D scrolling,,Platform,Direct control,"[4.8, 5.0, 4.2, 3.2]",4,4.3,"[100, 100, 100, 100, 100, 100, 100, 100, 99, 95, 94, 91, 90, 90, 90, 90, 90, 90, 90, 88, 86, 82, 82, 80, 80, 80, 80, 60, 40]",29,88.51724137931035
SNES,Pikmin 3 Deluxe,https://www.mobygames.com/game/152363/pikmin-3-deluxe/,"Nintendo Co., Ltd.",Nintendo EAD,"October 30, 2020 on Nintendo Switch",ActionPuzzleStrategy / tactics,3rd-person (Other),,,,Direct controlMultiple units/characters control,[],0,0,"[100, 100, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 85, 85, 85, 85, 85, 85, 83, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 75, 70, 70, 70]",37,84.27027027027027
SNES,Zack & Wiki: Quest for Barbaros' Treasure,https://www.mobygames.com/game/30835/zack-wiki-quest-for-barbaros-treasure/,"Capcom Co., Ltd.","Capcom Co., Ltd.","October 23, 2007 on Wii",Adventure,1st-person3rd-person (Other),,,Puzzle elements,,"[4.5, 3.3]",2,3.9,"[100, 100, 100, 100, 98, 95, 94, 92, 92, 91, 91, 91, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 88, 88, 88, 88, 88, 86, 86, 86, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 84, 83, 82, 82, 82, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 79, 78, 78, 73, 70, 67, 65, 65, 60, 58]",89,84.9438202247191
SNES,Super Smash Bros. for Wii U,https://www.mobygames.com/game/73359/super-smash-bros-for-wii-u/,"Nintendo Co., Ltd.",Sora Ltd. BANDAI NAMCO Games Inc.,"November 21, 2014 on Wii U",Action,Side view,2D scrolling,,Fighting,,[],0,0,"[95, 95, 95, 95, 92, 90, 90, 90, 90, 90, 87, 85, 84, 80]",14,89.85714285714286
SNES,SoulCalibur,https://www.mobygames.com/game/4010/soulcalibur/,Namco Limited Namco Hometek Inc. Namco Europe Limited Namco Bandai Games America Inc. Namco Bandai Games Inc.,Project Soul,"July 30, 1998 on Arcade",Action,3rd-person (Other),,,ArcadeFighting,,"[4.1, 4.1, 5.0, 3.8, 4.4, 5.0]",6,4.3999999999999995,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 99, 99, 99, 98, 98, 97, 96, 95, 95, 95, 95, 94, 94, 94, 92, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 88, 87, 85, 85, 85, 84, 81, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 78, 75, 70, 67, 67, 65, 60, 57, 57, 40]",83,89.28915662650603
SNES,World of Goo,https://www.mobygames.com/game/36702/world-of-goo/,"2D Boy, LLC Brighter Minds Media, Inc. RTL Games GmbH Akella Nintendo Co., Ltd. Mastertronic Group Ltd. Microsoft Corporation Tomorrow Corporation, LLC Flyhigh Works Co., Ltd.","2D Boy, LLC","October 6, 2008 on Windows",ActionPuzzle,Side view,2D scrolling,,,Point and select,"[4.0, 5.0]",2,4.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 97, 97, 96, 95, 95, 95, 95, 94, 93, 92, 91, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 89, 88, 88, 87, 87, 87, 86, 85, 85, 85, 85, 85, 84, 80, 80, 80, 80, 80, 80, 80, 77, 76, 70, 66, 62]",96,91.0625
SNES,Empire: Total War,https://www.mobygames.com/game/39623/empire-total-war/,"SEGA of America, Inc. SEGA Europe Ltd. Soft Club ZOO Corporation ak tronic Software & Services GmbH Feral Interactive Ltd.","Creative Assembly Ltd., The","March 3, 2009 on Windows",Strategy / tactics,Diagonal-downTop-down,Free camera,,Real-time tactics (RTT)Turn-based strategy (TBS)Wargame,Multiple units/characters controlPoint and select,[3.7],1,3.7,"[100, 100, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 94, 93, 93, 92, 92, 92, 92, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 89, 88, 88, 86, 85, 85, 85, 85, 85, 85, 83, 82, 82, 80, 80, 80, 80, 80, 80, 80, 80, 60]",69,88.81159420289855
SNES,Guild Wars 2,https://www.mobygames.com/game/59026/guild-wars-2/,NCsoft Corporation,"ArenaNet, LLC","August 28, 2012 on Windows",Role-playing (RPG),Behind view,,,Action RPGMassively Multiplayer,Direct control,[],0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 98, 95, 95, 95, 95, 95, 94, 94, 94, 94, 93, 93, 93, 92, 92, 92, 92, 91, 91, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 88, 86, 85, 85, 85, 85, 85, 85, 83, 82, 80, 80, 80, 80, 80, 80, 80, 70]",87,90.19540229885058
SNES,Dwarf Fortress,https://www.mobygames.com/game/196112/dwarf-fortress/,Jeux Kitfox Inc.,Bay 12 Games,"December 6, 2022 on Windows",Role-playing (RPG)SimulationStrategy / tactics,Top-down,,,City building / construction simulationManagerial / business simulation,Point and select,[],0,0,"[100, 100, 100, 95, 91, 90, 90, 90, 90, 90, 84, 80, 75]",13,90.38461538461539
SNES,Space Miner: Space Ore Bust,https://www.mobygames.com/game/48597/space-miner-space-ore-bust/,"Venan Entertainment, Inc.","Venan Entertainment, Inc.","February 5, 2010 on iPhone",ActionRole-playing (RPG),Top-down,,,,,[],0,0,"[100, 100, 100, 100, 90, 86, 82, 80, 80]",9,90.88888888888889
SNES,Fell Seal: Arbiter's Mark,https://www.mobygames.com/game/112480/fell-seal-arbiters-mark/,1C Publishing EU s.r.o. 1C Online Games Ltd. Exnoa LLC,6 Eyes Studio,"August 16, 2018 on Windows",Role-playing (RPG)Strategy / tactics,Diagonal-down,Isometric,,Tactical RPG,,[],0,0,"[100, 100, 100, 95, 95, 90, 90, 90, 90, 90, 90, 90, 86, 85, 82, 80, 80, 80, 80, 73, 70]",21,87.42857142857143
SNES,Sonic The Hedgehog Pocket Adventure,https://www.mobygames.com/game/18299/sonic-the-hedgehog-pocket-adventure/,SNK Europe Ltd. SNK of America SNK Corporation,SNK Corporation,1999 on Neo Geo Pocket Color,Action,Side view,2D scrolling,Anime / Manga,Platform,,[],0,0,"[100, 100, 100, 100, 100, 100, 95, 94, 91, 90, 90, 85, 83, 83, 83, 80, 80, 80]",18,90.77777777777777
